Un-Aided  CAP Seats:57,
Choice Code Course Name SI MS Seats Minority Seats All India Institute,Orphan
Seats,
629324210 Computer Science and Engineering 60 48 0 9 3,0
Category OPEN SC ST VJ/DT NTB NTC NTD OBC,Total
General / Ladies G L G L G L G L G L G L G L G L,G + L
HU 11 5 3 1 1 1 1 0 1 0 1 0 1 0 5 2,33
OHU 4 2 1 1 1 0 0 0 1 0 0 0 0 0 2 1,13
PWD 1 0 0 0 0 0 0 0,1
PWD Common Reserved Seats : 1,
DEF 1 0 0 0 0 0 0 0,1
DEF Common Reserved Seats : 1,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 629324211T,Seats: 3
"6293 - Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",
Un-Aided  CAP Seats:60,
Choice Code Course Name SI MS Seats Minority Seats All India Institute,Orphan
Seats,
629329310 Electrical Engineering 60 51 0 9 0,1
Category OPEN SC ST VJ/DT NTB NTC NTD OBC,Total
General / Ladies G L G L G L G L G L G L G L G L,G + L
HU 11 4 4 1 2 1 1 0 1 0 1 0 1 0 5 2,34
OHU 4 1 1 1 1 0 0 0 0 0 1 0 0 0 2 1,12
PWD 2 0 0 0 0 0 0 0,2
PWD Common Reserved Seats : 1,
DEF 2 0 0 0 0 0 0 0,2
DEF Common Reserved Seats : 1,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code:,Seats: 0
"6293 - Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",
Un-Aided  CAP Seats:60,
Choice Code Course Name SI MS Seats Minority Seats All India Institute,Orphan
Seats,
629337210 Electronics and Telecommunication Engg 60 51 0 9 0,1
Category OPEN SC ST VJ/DT NTB NTC NTD OBC,Total
General / Ladies G L G L G L G L G L G L G L G L,G + L
HU 11 5 3 1 2 1 1 0 1 0 1 0 1 0 4 2,33
OHU 4 1 1 1 1 0 1 0 0 0 1 0 0 0 2 1,13
PWD 2 0 0 0 0 0 0 0,2
PWD Common Reserved Seats : 1,
DEF 2 0 0 0 0 0 0 0,2
DEF Common Reserved Seats : 1,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 629337211T,Seats: 3
"6293 - Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",
Un-Aided  CAP Seats:60,
Choice Code Course Name SI MS Seats Minority Seats All India Institute,Orphan
Seats,
629361210 Mechanical Engineering 60 51 0 9 0,1
Category OPEN SC ST VJ/DT NTB NTC NTD OBC,Total
General / Ladies G L G L G L G L G L G L G L G L,G + L
HU 11 4 4 1 1 1 1 0 1 0 1 0 1 0 5 2,33
OHU 4 1 1 1 1 0 1 0 0 0 1 0 0 0 2 1,13
PWD 2 0 0 0 0 0 0 0,2
PWD Common Reserved Seats : 1,
DEF 2 0 0 0 0 0 0 0,2
DEF Common Reserved Seats : 1,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code:,Seats: 0
"",,,,,,,,,,,,,,,,,,
"6640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
664019110,Civil Engineering,60,51,0,9,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,5,4,1,1,1,1,0,1,0,1,0,1,0,4,2,33,
OHU,4,1,1,1,1,0,0,0,1,0,1,0,0,0,2,1,13,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code:,Seats: 0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:57,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
664024210,Computer Science and Engineering,60,48,0,9,3,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,5,3,1,2,1,1,0,1,0,1,0,1,0,4,2,33,
OHU,4,2,1,1,1,0,0,0,0,0,1,0,0,0,2,1,13,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 664024211T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
664029310,Electrical Engineering,60,51,0,9,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,4,4,1,1,1,1,0,1,0,1,0,1,0,5,2,33,
OHU,4,1,1,1,1,0,1,0,0,0,1,0,0,0,2,1,13,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 664029311T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:59,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
664037210,Electronics and Telecommunication Engg,60,50,0,9,1,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,4,3,1,2,1,1,0,1,0,1,0,1,0,4,2,32,
OHU,4,1,1,1,1,0,1,0,0,0,1,0,0,0,2,1,13,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 664037211T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:90,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
664061210,Mechanical Engineering,90,76,0,14,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,17,7,5,2,3,1,1,0,1,0,1,0,1,0,8,3,50,
OHU,6,3,2,1,1,0,1,0,1,0,1,0,1,0,3,1,21,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 9,Tution Fee Waiver Scheme Choice Code:,Seats: 0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
664319110,Civil Engineering,60,51,0,9,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,5,3,1,2,1,1,0,1,0,1,0,1,0,4,2,33,
OHU,4,1,1,1,1,0,0,0,1,0,1,0,0,0,2,1,13,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code:,Seats: 0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:58,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
664324210,Computer Science and Engineering,60,49,0,9,2,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,5,4,1,1,1,1,0,1,0,1,0,1,0,4,2,33,
OHU,4,2,1,1,1,0,1,0,0,0,1,0,0,0,2,1,14,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 664324211T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
664329310,Electrical Engineering,60,51,0,9,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,5,3,1,2,1,1,0,1,0,1,0,1,0,5,2,34,
OHU,4,1,1,1,1,0,1,0,0,0,0,0,0,0,2,1,12,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 664329311T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:58,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
664337210,Electronics and Telecommunication Engg,60,49,0,9,2,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,5,4,1,1,1,1,0,1,0,1,0,1,0,5,2,34,
OHU,4,2,1,1,1,0,0,0,0,0,1,0,0,0,2,1,13,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 664337211T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:120,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
664361210,Mechanical Engineering,120,102,0,18,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,22,10,6,3,4,1,1,1,1,1,2,1,1,0,9,4,67,
OHU,8,4,3,1,1,1,1,0,1,0,1,0,1,0,4,2,28,
PWD,3,0,0,0,0,0,0,0,3,,,,,,,,,
PWD Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
DEF,3,0,0,0,0,0,0,0,3,,,,,,,,,
DEF Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code: 664361211T,Seats: 6,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6901 - MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
690119110,Civil Engineering,60,51,0,9,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,4,3,1,2,1,1,0,1,0,1,0,1,0,5,2,33,
OHU,4,1,1,1,1,0,0,0,1,0,1,0,0,0,2,1,13,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code:,Seats: 0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6901 - MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
690124210,Computer Science and Engineering,60,51,0,9,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,5,4,1,1,1,1,0,1,0,1,0,1,0,5,2,34,
OHU,4,1,1,1,1,0,1,0,0,0,0,0,0,0,2,1,12,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code:,Seats: 0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6901 - MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
690137210,Electronics and Telecommunication Engg,60,51,0,9,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,4,4,1,2,1,1,0,1,0,1,0,1,0,4,2,33,
OHU,4,1,1,1,1,0,0,0,1,0,1,0,0,0,2,1,13,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code:,Seats: 0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6901 - MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi",,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
690161210,Mechanical Engineering,60,51,0,9,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,11,5,3,1,1,1,1,0,1,0,1,0,1,0,5,2,33,
OHU,4,1,1,1,1,0,1,0,0,0,1,0,0,0,2,1,13,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code:,Seats: 0,,,,,,,,,,,,,,,,
"4005 - Laxminarayan Institute of Technology, Nagpur",,,,,,,,,,
University Department,,,,,CAP Seats:12,,,,,
Choice Code Course Name,SI,MS Seats,,,Minority Seats,All India,,,Institute,Orphan
"",,,,,,,,,Seats,
400550310 Food Technology,12,12,,,0,,0,,0,0
Category OPEN SC ST,VJ/DT,,NTB,,NTC,NTD,,,OBC,Total
General / Ladies G L G L G L,G,L G,,L,G L G,,L,G,L,G + L
HU 2 1 1 0 0 0,0,0 1,,0,0 0 1,,0,1,0,7
OHU 1 0 1 0 0 0,0,0 0,,0,0 0 0,,0,1,0,3
PWD 1 0 0,0,,0,,0,0,,,0,1
"",PWD Common Reserved Seats : 0,,,,,,,,,
DEF 1 0 0,0,,0,,0,0,,,0,1
"",DEF Common Reserved Seats : 0,,,,,,,,,
Economically Weaker Section (EWS) Seats: 1,Tution Fee Waiver Scheme Choice Code: 400550311T,,,,,,,,,Seats: 1
"",,,,,,,,,,,,,,,,,,
"4005 - Laxminarayan Institute of Technology, Nagpur",,,,,,,,,,,,,,,,,,
University Department,CAP Seats:62,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
400550710,Chemical Engineering,62,62,0,0,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,13,6,4,2,3,1,1,0,1,0,1,0,1,0,6,2,41,
OHU,5,2,1,1,1,0,1,0,0,0,1,0,0,0,3,1,16,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 400550711T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"4005 - Laxminarayan Institute of Technology, Nagpur",,,,,,,,,,,,,,,,,,
University Department,CAP Seats:11,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
400551010,Plastic and Polymer Technology,11,11,0,0,0,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,2,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,8,
OHU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 1,Tution Fee Waiver Scheme Choice Code: 400551011T,Seats: 1,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"4005 - Laxminarayan Institute of Technology, Nagpur",,,,,,,,,,,,,,,,,,
University Department,CAP Seats:11,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
400552410,Paper and Pulp Technology,11,11,0,0,0,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,2,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,7,
OHU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 1,Tution Fee Waiver Scheme Choice Code:,Seats: 0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"4005 - Laxminarayan Institute of Technology, Nagpur",,,,,,,,,,,,,,,,,,
University Department,CAP Seats:11,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
400552810,Petro Chemical Technology,11,11,0,0,0,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,7,
OHU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 1,Tution Fee Waiver Scheme Choice Code: 400552811T,Seats: 1,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"4005 - Laxminarayan Institute of Technology, Nagpur",,,,,,,,,,,,,,,,,,
University Department,CAP Seats:11,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
400552910,Oil Technology,11,11,0,0,0,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,7,
OHU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 1,Tution Fee Waiver Scheme Choice Code: 400552911T,Seats: 1,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"4005 - Laxminarayan Institute of Technology, Nagpur",,,,,,,,,,,,,,,,,,
University Department,CAP Seats:14,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
400572910,Surface Coating Technology,14,14,0,0,0,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,3,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,9,
OHU,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 1,Tution Fee Waiver Scheme Choice Code: 400572911T,Seats: 1,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"4025 - Government College of Engineering, Nagpur",,,,,,,,,,,,,,,,,,
Government,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
402519110,Civil Engineering,60,60,0,0,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,13,5,4,2,2,1,1,0,1,0,1,0,1,0,6,2,39,
OHU,5,2,1,1,1,0,1,0,0,0,1,0,0,0,3,1,16,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 402519111T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"4025 - Government College of Engineering, Nagpur",,,,,,,,,,,,,,,,,,
Government,CAP Seats:60,,,,,,,,,,,,,,,,,
