0632624210,Computer Science and Engineering,60,48,0,9,3,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,9,3,3,1,1,1,2,0,1,0,0,1,0,1,5,2,3,1,34,
OHU,3,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,12,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0632624211T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
06326 - Karmayogi Institute of Technology,,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:57,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0632637210,Electronics and Telecommunication Engg,60,48,0,9,3,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,8,4,3,1,2,1,0,0,1,0,1,0,1,0,4,2,2,1,31,
OHU,4,1,1,1,1,0,0,1,0,0,0,1,0,0,2,1,2,0,15,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0632637211T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
06326 - Karmayogi Institute of Technology,,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:54,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0632661210,Mechanical Engineering,60,45,0,9,6,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,9,3,3,1,1,1,0,1,1,0,1,1,1,0,4,2,2,1,32,
OHU,3,1,2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,11,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0632661211T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06402 - NEW INSTITUTE OF TECHNOLOGY,KOLHAPUR",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:54,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0640224210,Computer Science and Engineering,60,45,0,9,6,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,7,4,3,2,2,0,1,0,0,1,0,0,0,0,4,2,3,1,30,
OHU,3,2,1,0,1,0,0,0,0,0,1,0,0,1,3,0,0,1,13,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0640224211T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06402 - NEW INSTITUTE OF TECHNOLOGY,KOLHAPUR",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0640225910,"Mechanical and Mechatronics Engineering (AdditiveManufacturing)",60,51,0,9,0,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,9,4,3,1,1,1,1,0,1,0,2,0,0,1,5,1,2,1,33,
OHU,4,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,13,
PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0640225911T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06402 - NEW INSTITUTE OF TECHNOLOGY,KOLHAPUR",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0640257310,"Electrical, Electronics and Power",60,51,0,9,0,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,10,3,4,1,2,1,1,1,0,0,1,0,1,0,3,2,3,1,34,
OHU,3,2,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,1,12,
PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0640257311T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06402 - NEW INSTITUTE OF TECHNOLOGY,KOLHAPUR",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:54,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0640291110,"Computer Science and Engineering(ArtificialIntelligence and Machine Learning)",60,45,0,9,6,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,8,4,2,2,2,0,0,0,1,0,0,1,0,0,4,2,2,1,29,
OHU,3,1,2,0,0,1,1,0,0,0,0,0,1,0,2,1,2,0,14,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0640291111T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06444 - Shriram Institute Of Engineering & Technology, (Poly), Paniv",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:30,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0644419110,Civil Engineering,30,25,0,5,0,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,4,2,2,0,0,1,1,0,0,1,0,0,1,0,2,1,2,0,17,
OHU,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 3,Tution Fee Waiver Scheme Choice Code:  :                    Seats: 0,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06444 - Shriram Institute Of Engineering & Technology, (Poly), Paniv",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:114,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0644424510,Computer Engineering,120,96,0,18,6,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,17,8,5,3,3,1,1,1,1,0,2,1,0,1,9,3,4,2,62,
OHU,6,3,3,0,1,1,0,1,1,0,0,0,1,0,3,1,1,1,23,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code:  :                    Seats: 0,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06444 - Shriram Institute Of Engineering & Technology, (Poly), Paniv",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:30,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0644461210,Mechanical Engineering,30,25,0,5,0,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,4,2,2,0,2,0,0,0,1,0,0,0,0,0,2,1,1,1,16,
OHU,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,7,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 3,Tution Fee Waiver Scheme Choice Code:  :                    Seats: 0,,,,,,,,,,,,,,,,,,,
"06466 - Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",,,,,,
Un-Aided  CAP Seats:30,,,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,,,,Institute Seats,,Orphan
0646619110 Civil Engineering 30 25 0 5,,,,0,,0
Category OPEN SC ST VJ/DT NTB NTC NTD,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L,G,,L,G,L,G + L
HU 4 2 1 1 0 1 1 0 0 0 0 0 1 0,3,,1,1,0,16
OHU 1 1 1 0 1 0 0 0 0 1 0 0 0 0,0,,1,1,0,7
PWD 1 0 0 0 0 0 0,,0,,0,,1
PWD Common Reserved Seats : 0,,,,,,
DEF 1 0 0 0 0 0 0,,0,,0,,1
DEF Common Reserved Seats : 0,,,,,,
Economically Weaker Section (EWS) Seats: 3 Tution Fee Waiver Scheme Choice Code:  :Seats: 0,,,,,,
"06466 - Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",,,,,,
Un-Aided  CAP Seats:60,,,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,,,,Institute Seats,,Orphan
0646624210 Computer Science and Engineering 60 51 0 9,,,,0,,1
Category OPEN SC ST VJ/DT NTB NTC NTD,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L,G,,L,G,L,G + L
HU 9 4 4 1 2 0 1 0 0 1 2 0 1 0,4,,2,3,1,35
OHU 3 2 1 1 1 0 0 0 0 0 0 0 0 0,2,,0,0,1,11
PWD 1 0 0 0 0 0 0,,1,,0,,2
PWD Common Reserved Seats : 1,,,,,,
DEF 1 0 0 0 0 0 0,,1,,0,,2
DEF Common Reserved Seats : 1,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0646624211T :,,Seats: 3,,,,
"06466 - Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",,,,,,
Un-Aided  CAP Seats:60,,,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,,,,Institute Seats,,Orphan
0646629310 Electrical Engineering 60 51 0 9,,,,0,,1
Category OPEN SC ST VJ/DT NTB NTC NTD,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L,G,,L,G,L,G + L
HU 9 4 3 1 2 1 0 1 1 0 0 1 1 0,3,,2,2,1,32
OHU 4 1 2 0 0 1 1 0 0 0 1 0 0 0,1,,1,2,0,14
PWD 1 0 0 0 0 0 0,,1,,0,,2
PWD Common Reserved Seats : 1,,,,,,
DEF 1 0 0 0 0 0 0,,1,,0,,2
DEF Common Reserved Seats : 1,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code:  :Seats: 0,,,,,,
"06466 - Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",,,,,,
Un-Aided  CAP Seats:30,,,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,,,,Institute Seats,,Orphan
0646661210 Mechanical Engineering 30 25 0 5,,,,0,,0
Category OPEN SC ST VJ/DT NTB NTC NTD,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L,G,,L,G,L,G + L
HU 4 2 1 1 1 0 1 0 0 0 1 0 0 0,2,,1,1,1,16
OHU 1 1 0 1 1 0 0 0 0 0 0 0 0 0,2,,0,0,1,7
PWD 1 0 0 0 0 0 0,,0,,0,,1
PWD Common Reserved Seats : 0,,,,,,
DEF 1 0 0 0 0 0 0,,0,,0,,1
DEF Common Reserved Seats : 0,,,,,,
Economically Weaker Section (EWS) Seats: 3 Tution Fee Waiver Scheme Choice Code:  :Seats: 0,,,,,,
"06468 - Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",,,,
Un-Aided  CAP Seats:116,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,Institute Seats,,,Orphan
0646824210 Computer Science and Engineering 120 98 0 18,,4,,1
Category OPEN SC ST VJ/DT NTB NTC NTD OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L G L,,G,L,G + L
HU 18 7 6 3 3 2 2 0 2 0 2 0 0 1 9 3,,4,2,64
OHU 7 3 2 0 1 0 1 0 1 0 1 0 0 1 2 2,,2,0,23
PWD 2 1 0 0 0 0 0 1,,1,,5
PWD Common Reserved Seats : 0,,,,
DEF 2 1 0 0 0 0 0 1,,1,,5
DEF Common Reserved Seats : 0,,,,
Economically Weaker Section (EWS) Seats: 12 Tution Fee Waiver Scheme Choice Code: 0646824211T :Seats: 6,,,,
"06468 - Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",,,,
Un-Aided  CAP Seats:60,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,,Institute Seats,,Orphan
0646829310 Electrical Engineering 60 51 0 9,,0,,1
Category OPEN SC ST VJ/DT NTB NTC NTD OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L G,L,G,L,G + L
HU 9 4 3 1 1 1 0 0 0 1 0 1 1 0 4,2,3,1,32
OHU 3 2 1 1 1 1 0 1 0 0 0 1 0 0 2,0,0,1,14
PWD 1 0 0 0 0 0 0 1,,0,,2
PWD Common Reserved Seats : 1,,,,
DEF 1 0 0 0 0 0 0 1,,0,,2
DEF Common Reserved Seats : 1,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code:  :Seats: 0,,,,
"06468 - Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",,,,
Un-Aided  CAP Seats:60,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,,Institute Seats,,Orphan
0646837210 Electronics and Telecommunication Engg 60 51 0 9,,0,,1
Category OPEN SC ST VJ/DT NTB NTC NTD OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L G,L,G,L,G + L
HU 9 4 4 1 3 0 1 1 0 0 2 0 0 0 4,1,2,1,33
OHU 4 1 2 0 0 0 0 0 1 0 0 0 1 0 1,1,2,0,13
PWD 1 0 0 0 0 0 0 1,,0,,2
PWD Common Reserved Seats : 1,,,,
DEF 1 0 0 0 0 0 0 1,,0,,2
DEF Common Reserved Seats : 1,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code:  :Seats: 0,,,,
"06468 - Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",,,,
Un-Aided  CAP Seats:60,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,Institute Seats,,,Orphan
0646884410 Electronics and Computer Engineering 60 51 0 9,,0,,1
Category OPEN SC ST VJ/DT NTB NTC NTD OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L G L,,G,L,G + L
HU 9 4 2 2 1 1 1 0 1 0 0 1 1 0 4 2,,3,1,33
OHU 3 2 1 1 2 0 0 0 0 0 1 0 0 0 2 0,,1,0,13
PWD 1 0 0 0 0 0 0 1,,0,,2
PWD Common Reserved Seats : 1,,,,
DEF 1 0 0 0 0 0 0 1,,0,,2
DEF Common Reserved Seats : 1,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0646884411T :Seats: 3,,,,
"06468 - Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",,,,
Un-Aided  CAP Seats:57,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,Institute Seats,,,Orphan
0646891110 Computer Science and Engineering(Artificial 60 48 0 9,,3,,0
Intelligence and Machine Learning),,,,
Category OPEN SC ST VJ/DT NTB NTC NTD OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L G L,,G,L,G + L
HU 8 4 4 1 1 1 0 1 1 0 1 0 0 1 5 2,,2,1,33
OHU 4 1 1 1 0 1 1 0 0 0 0 0 0 0 1 1,,1,1,13
PWD 1 0 0 0 0 0 0 0,,0,,1
PWD Common Reserved Seats : 1,,,,
DEF 1 0 0 0 0 0 0 0,,0,,1
DEF Common Reserved Seats : 1,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0646891111T :Seats: 3,,,,
"06545 - Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",,,,,,,
Un-Aided  CAP Seats:30,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,Institute Seats,,Orphan
0654519110 Civil Engineering 30 25 0,5,,,,0,,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,G,,L,G,L,G + L
HU 4 2 1 1 2 0 0 0 0 0 0 0 0,0,2,,1,2,0,15
OHU 1 1 1 0 0 0 0 0 1 0 1 0 1,0,1,,1,0,0,8
PWD 1 0 0 0 0 0,0,,0,,0,,1
PWD Common Reserved Seats : 0,,,,,,,
DEF 1 0 0 0 0 0,0,,0,,0,,1
DEF Common Reserved Seats : 0,,,,,,,
Economically Weaker Section (EWS) Seats: 3 Tution Fee Waiver Scheme Choice Code:  :,Seats: 0,,,,,,
"06545 - Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",,,,,,,
Un-Aided  CAP Seats:120,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,,,,,Institute Seats,,Orphan
0654524210 Computer Science and Engineering 120 102 0 18,,,,,0,,1
Category OPEN SC ST VJ/DT NTB NTC NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L,,G,,L,G,L,G + L
HU 19 7 6 2 3 2 2 1 1 1 2 1 2 0,,8,,4,4,2,67
OHU 7 3 2 1 2 0 1 0 0 0 0 1 0 0,,4,,1,1,1,24
PWD 2 1 0 0 0 0 0,,,1,,1,,5
PWD Common Reserved Seats : 0,,,,,,,
DEF 2 1 0 0 0 0 0,,,1,,1,,5
DEF Common Reserved Seats : 0,,,,,,,
Economically Weaker Section (EWS) Seats: 12 Tution Fee Waiver Scheme Choice Code: 0654524211T :,,,Seats: 6,,,,
"06545 - Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",,,,,,,
Un-Aided  CAP Seats:60,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,,,,,Institute Seats,,Orphan
0654526310 Artificial Intelligence (AI) and Data Science 60 51 0 9,,,,,0,,1
Category OPEN SC ST VJ/DT NTB NTC NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L,,G,,L,G,L,G + L
HU 9 4 3 1 2 1 0 0 1 0 2 0 0 1,,4,,2,2,1,33
OHU 3 2 2 0 0 1 1 0 0 0 0 0 0 0,,1,,1,2,0,13
PWD 1 0 0 0 0 0 0,,,1,,0,,2
PWD Common Reserved Seats : 1,,,,,,,
DEF 1 0 0 0 0 0 0,,,1,,0,,2
DEF Common Reserved Seats : 1,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0654526311T :,,,Seats: 3,,,,
"06545 - Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",,,,,,,
Un-Aided  CAP Seats:30,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,Institute Seats,,Orphan
0654529310 Electrical Engineering 30 25 0,5,,,,0,,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,G,,L,G,L,G + L
HU 4 2 2 1 0 0 1 0 0 0 0 0 0,0,2,,1,1,0,14
OHU 1 1 0 1 1 0 0 0 0 1 1 0 1,0,1,,0,0,1,9
PWD 1 0 0 0 0 0,0,,0,,0,,1
PWD Common Reserved Seats : 0,,,,,,,
DEF 1 0 0 0 0 0,0,,0,,0,,1
DEF Common Reserved Seats : 0,,,,,,,
Economically Weaker Section (EWS) Seats: 3 Tution Fee Waiver Scheme Choice Code:  :,Seats: 0,,,,,,
"06545 - Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",,,,,,,
Un-Aided  CAP Seats:60,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats All India,,,,,Institute Seats,,Orphan
0654537210 Electronics and Telecommunication Engg 60 51 0 9,,,,,0,,1
Category OPEN SC ST VJ/DT NTB NTC NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G L,,G,,L,G,L,G + L
HU 9 4 3 1 2 1 1 0 0 1 1 1 1 0,,5,,1,2,2,35
OHU 4 1 2 0 1 0 0 0 0 0 0 0 0 0,,1,,1,1,0,11
PWD 1 0 0 0 0 0 0,,,1,,0,,2
PWD Common Reserved Seats : 1,,,,,,,
DEF 1 0 0 0 0 0 0,,,1,,0,,2
DEF Common Reserved Seats : 1,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0654537211T :,,,Seats: 3,,,,
"06545 - Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",,,,,,,
Un-Aided  CAP Seats:60,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,Institute Seats,,Orphan
0654561210 Mechanical Engineering 60 51 0,9,,,,0,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,G,,L,G,L,G + L
HU 9 4 3 2 2 0 1 0 1 0 1 0 1,0,4,,2,3,0,33
OHU 3 2 1 1 1 0 0 1 0 0 1 0 0,0,1,,0,2,0,13
PWD 1 0 0 0 0 0,0,,1,,0,,2
PWD Common Reserved Seats : 1,,,,,,,
DEF 1 0 0 0 0 0,0,,1,,0,,2
DEF Common Reserved Seats : 1,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code:  :,Seats: 0,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06644 - Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:30,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0664419110,Civil Engineering,30,25,0,5,0,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,3,3,1,1,0,1,0,0,0,0,1,0,1,0,2,0,1,1,15,
OHU,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,8,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 3,Tution Fee Waiver Scheme Choice Code:  :                    Seats: 0,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06644 - Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:57,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0664424510,Computer Engineering,60,48,0,9,3,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,9,3,4,1,2,0,1,0,1,0,1,0,0,0,5,2,2,1,32,
OHU,4,1,2,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,14,
